Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
United States,41.1254,-98.2681,2/3/2020,0,0,0
United States,40.3888,-82.7649,2/3/2020,0,0,0
United States,41.6809,-71.5118,2/3/2020,0,0,0
United States,44.2685,-89.6165,2/3/2020,0,0,0
United States,41.5978,-72.7554,2/3/2020,0,0,0
United States,21.0943,-157.4983,2/3/2020,0,0,0
United States,35.5653,-96.9289,2/3/2020,0,0,0
United States,40.15,-111.8624,2/3/2020,0,0,0
Burkina Faso,12.2383,-1.5616,2/3/2020,0,0,0
Holy See,41.9029,12.4534,2/3/2020,0,0,0
Mongolia,46.8625,103.8467,2/3/2020,0,0,0
Panama,8.538,-80.7821,2/3/2020,0,0,0
United States,38.5266,-96.7265,2/3/2020,0,0,0
United States,31.1695,-91.8678,2/3/2020,0,0,0
United States,38.4561,-92.2884,2/3/2020,0,0,0
United States,44.0459,-72.7107,2/3/2020,0,0,0
United States,61.3707,-152.4044,2/3/2020,0,0,0
United States,34.9697,-92.3731,2/3/2020,0,0,0
United States,39.3185,-75.5071,2/3/2020,0,0,0
United States,44.2405,-114.4788,2/3/2020,0,0,0
United States,44.6939,-69.3819,2/3/2020,0,0,0
United States,43.3266,-84.5361,2/3/2020,0,0,0
United States,32.7416,-89.6787,2/3/2020,0,0,0
United States,46.9219,-110.4544,2/3/2020,0,0,0
United States,34.8405,-106.2485,2/3/2020,0,0,0
United States,47.5289,-99.78399999999999,2/3/2020,0,0,0
United States,44.2998,-99.4388,2/3/2020,0,0,0
United States,38.4912,-80.9545,2/3/2020,0,0,0
United States,42.756,-107.3025,2/3/2020,0,0,0
China,30.9756,112.2707,2/3/2020,13522,414,386
Iran,32.0,53.0,2/3/2020,0,0,0
Korea South,36.0,128.0,2/3/2020,15,0,0
France,46.2276,2.2137,2/3/2020,6,0,0
China,23.3417,113.4244,2/3/2020,725,0,21
China,33.882,113.61399999999999,2/3/2020,566,2,16
China,29.1832,120.0934,2/3/2020,724,0,43
China,27.6104,111.7088,2/3/2020,521,0,22
China,31.8257,117.2264,2/3/2020,408,0,14
China,27.614,115.7221,2/3/2020,391,0,18
China,36.3427,118.1498,2/3/2020,259,0,7
Cruise Ship,35.4437,139.638,2/3/2020,0,0,0
China,32.9711,119.455,2/3/2020,271,0,8
China,30.0572,107.874,2/3/2020,337,2,9
China,30.6171,102.7103,2/3/2020,254,1,14
China,47.861999999999995,127.7615,2/3/2020,121,2,2
Denmark,56.2639,9.5018,2/3/2020,0,0,0
China,40.1824,116.4142,2/3/2020,212,1,12
China,31.201999999999998,121.4491,2/3/2020,203,1,10
China,39.549,116.1306,2/3/2020,113,1,3
China,26.0789,117.9874,2/3/2020,179,0,1
China,23.8298,108.7881,2/3/2020,127,0,7
China,35.1917,108.8701,2/3/2020,128,0,0
China,24.974,101.48700000000001,2/3/2020,117,0,5
China,19.1959,109.7453,2/3/2020,72,1,4
China,26.8154,106.8748,2/3/2020,46,0,2
China,39.3054,117.323,2/3/2020,60,0,1
China,37.5777,112.2922,2/3/2020,74,0,2
China,37.8099,101.0583,2/3/2020,55,0,3
China,22.3,114.2,2/3/2020,15,0,0
China,41.2956,122.6085,2/3/2020,74,0,1
China,43.6661,126.1923,2/3/2020,31,0,1
Czechia,49.8175,15.472999999999999,2/3/2020,0,0,0
China,41.1129,85.2401,2/3/2020,24,0,0
China,44.0935,113.9448,2/3/2020,34,0,1
China,37.2692,106.1655,2/3/2020,31,0,1
Taiwan*,23.7,121.0,2/3/2020,10,0,0
Vietnam,16.0,108.0,2/3/2020,8,0,1
Russia,60.0,90.0,2/3/2020,2,0,0
China,35.7452,95.9956,2/3/2020,13,0,0
China,22.1667,113.55,2/3/2020,8,0,0
Moldova,47.4116,28.3699,2/3/2020,0,0,0
Bolivia,-16.2902,-63.5887,2/3/2020,0,0,0
Denmark,61.8926,-6.9118,2/3/2020,0,0,0
France,18.0708,-63.0501,2/3/2020,0,0,0
Honduras,15.2,-86.2419,2/3/2020,0,0,0
United Kingdom,49.3723,-2.3644,2/3/2020,0,0,0
Canada,46.5653,-66.4619,2/3/2020,0,0,0
China,31.6927,88.0924,2/3/2020,1,0,0
Congo (Kinshasa),-4.0383,21.7587,2/3/2020,0,0,0
Cote d'Ivoire,7.54,-5.5471,2/3/2020,0,0,0
France,17.9,-62.8333,2/3/2020,0,0,0
Jamaica,18.1096,-77.2975,2/3/2020,0,0,0
Reunion,-21.1151,55.5364,2/3/2020,0,0,0
Turkey,38.9637,35.2433,2/3/2020,0,0,0
United Kingdom,36.1408,-5.3536,2/3/2020,0,0,0
Cuba,22.0,-80.0,2/3/2020,0,0,0
Guyana,5.0,-58.75,2/3/2020,0,0,0
Australia,-35.4735,149.0124,2/3/2020,0,0,0
United Kingdom,55.3781,-3.4360000000000004,2/3/2020,2,0,0
Kazakhstan,48.0196,66.9237,2/3/2020,0,0,0
France,-17.6797,149.4068,2/3/2020,0,0,0
Cayman Islands,19.3133,-81.2546,2/3/2020,0,0,0
Guadeloupe,16.265,-61.551,2/3/2020,0,0,0
Canada,53.7609,-98.8139,2/3/2020,0,0,0
Canada,52.9399,-106.4509,2/3/2020,0,0,0
Ethiopia,9.145,40.4897,2/3/2020,0,0,0
Sudan,12.8628,30.2176,2/3/2020,0,0,0
Guinea,9.9456,-9.6966,2/3/2020,0,0,0
Aruba,12.5211,-69.9683,2/3/2020,0,0,0
Canada,37.6489,-122.6655,2/3/2020,0,0,0
Kenya,-0.0236,37.9062,2/3/2020,0,0,0
Antigua and Barbuda,17.0608,-61.7964,2/3/2020,0,0,0
United States,32.3182,-86.9023,2/3/2020,0,0,0
Thailand,15.0,101.0,2/4/2020,25,0,5
Japan,36.0,138.0,2/4/2020,22,0,1
Singapore,1.2833,103.8333,2/4/2020,24,0,0
Nepal,28.1667,84.25,2/4/2020,1,0,0
Malaysia,2.5,112.5,2/4/2020,10,0,0
Canada,49.2827,-123.1207,2/4/2020,1,0,0
Australia,-33.8688,151.2093,2/4/2020,4,0,2
Australia,-37.8136,144.9631,2/4/2020,4,0,0
Australia,-28.0167,153.4,2/4/2020,3,0,0
Cambodia,11.55,104.9167,2/4/2020,1,0,0
Sri Lanka,7.0,81.0,2/4/2020,1,0,0
Germany,51.0,9.0,2/4/2020,12,0,0
Finland,64.0,26.0,2/4/2020,1,0,0
United Arab Emirates,24.0,54.0,2/4/2020,5,0,0
Philippines,13.0,122.0,2/4/2020,2,1,0
India,21.0,78.0,2/4/2020,3,0,0
Italy,43.0,12.0,2/4/2020,2,0,0
Sweden,63.0,16.0,2/4/2020,1,0,0
Spain,40.0,-4.0,2/4/2020,1,0,0
Australia,-34.9285,138.6007,2/4/2020,2,0,0
Belgium,50.8333,4.0,2/4/2020,1,0,0
Egypt,26.0,30.0,2/4/2020,0,0,0
Australia,35.4437,139.638,2/4/2020,0,0,0
Lebanon,33.8547,35.8623,2/4/2020,0,0,0
Iraq,33.0,44.0,2/4/2020,0,0,0
Oman,21.0,57.0,2/4/2020,0,0,0
Afghanistan,33.0,65.0,2/4/2020,0,0,0
Bahrain,26.0275,50.55,2/4/2020,0,0,0
Kuwait,29.5,47.75,2/4/2020,0,0,0
Algeria,28.0339,1.6596,2/4/2020,0,0,0
Croatia,45.1,15.2,2/4/2020,0,0,0
Switzerland,46.8182,8.2275,2/4/2020,0,0,0
Austria,47.5162,14.5501,2/4/2020,0,0,0
Israel,31.0,35.0,2/4/2020,0,0,0
Pakistan,30.3753,69.3451,2/4/2020,0,0,0
Brazil,-14.235,-51.9253,2/4/2020,0,0,0
Georgia,42.3154,43.3569,2/4/2020,0,0,0
Greece,39.0742,21.8243,2/4/2020,0,0,0
North Macedonia,41.6086,21.7453,2/4/2020,0,0,0
Norway,60.472,8.4689,2/4/2020,0,0,0
Romania,45.9432,24.9668,2/4/2020,0,0,0
Estonia,58.5953,25.0136,2/4/2020,0,0,0
Netherlands,52.1326,5.2913,2/4/2020,0,0,0
San Marino,43.9424,12.4578,2/4/2020,0,0,0
Belarus,53.7098,27.9534,2/4/2020,0,0,0
Iceland,64.9631,-19.0208,2/4/2020,0,0,0
Lithuania,55.1694,23.8813,2/4/2020,0,0,0
Mexico,23.6345,-102.5528,2/4/2020,0,0,0
New Zealand,-40.9006,174.886,2/4/2020,0,0,0
Nigeria,9.082,8.6753,2/4/2020,0,0,0
Australia,-31.9505,115.8605,2/4/2020,0,0,0
Ireland,53.1424,-7.6921,2/4/2020,0,0,0
Luxembourg,49.8153,6.1296,2/4/2020,0,0,0
Monaco,43.7333,7.4167,2/4/2020,0,0,0
Qatar,25.3548,51.1839,2/4/2020,0,0,0
Ecuador,-1.8312,-78.1834,2/4/2020,0,0,0
Azerbaijan,40.1431,47.5769,2/4/2020,0,0,0
Armenia,40.0691,45.0382,2/4/2020,0,0,0
Dominican Republic,18.7357,-70.1627,2/4/2020,0,0,0
Indonesia,-0.7893,113.9213,2/4/2020,0,0,0
Portugal,39.3999,-8.2245,2/4/2020,0,0,0
Andorra,42.5063,1.5218,2/4/2020,0,0,0
Australia,-41.4545,145.9707,2/4/2020,0,0,0
Latvia,56.8796,24.6032,2/4/2020,0,0,0
Morocco,31.7917,-7.0926,2/4/2020,0,0,0
Saudi Arabia,24.0,45.0,2/4/2020,0,0,0
Senegal,14.4974,-14.4524,2/4/2020,0,0,0
Argentina,-38.4161,-63.6167,2/4/2020,0,0,0
Chile,-35.6751,-71.543,2/4/2020,0,0,0
Jordan,31.24,36.51,2/4/2020,0,0,0
Ukraine,48.3794,31.1656,2/4/2020,0,0,0
Hungary,47.1625,19.5033,2/4/2020,0,0,0
Australia,-12.4634,130.8456,2/4/2020,0,0,0
Liechtenstein,47.14,9.55,2/4/2020,0,0,0
Poland,51.9194,19.1451,2/4/2020,0,0,0
Tunisia,34.0,9.0,2/4/2020,0,0,0
Bosnia and Herzegovina,43.9159,17.6791,2/4/2020,0,0,0
Slovenia,46.1512,14.9955,2/4/2020,0,0,0
South Africa,-30.5595,22.9375,2/4/2020,0,0,0
Bhutan,27.5142,90.4336,2/4/2020,0,0,0
Cameroon,3.8480000000000003,11.5021,2/4/2020,0,0,0
Colombia,4.5709,-74.2973,2/4/2020,0,0,0
Costa Rica,9.7489,-83.7534,2/4/2020,0,0,0
Peru,-9.19,-75.0152,2/4/2020,0,0,0
Serbia,44.0165,21.0059,2/4/2020,0,0,0
Slovakia,48.669,19.699,2/4/2020,0,0,0
Togo,8.6195,0.8248,2/4/2020,0,0,0
French Guiana,3.9339,-53.1258,2/4/2020,0,0,0
Malta,35.9375,14.3754,2/4/2020,0,0,0
Martinique,14.6415,-61.0242,2/4/2020,0,0,0
Bulgaria,42.7339,25.4858,2/4/2020,0,0,0
Maldives,3.2028,73.2207,2/4/2020,0,0,0
Bangladesh,23.685,90.3563,2/4/2020,0,0,0
Paraguay,-23.4425,-58.4438,2/4/2020,0,0,0
Canada,51.2538,-85.3232,2/4/2020,3,0,0
Canada,53.9333,-116.5765,2/4/2020,0,0,0
Canada,52.9399,-73.5491,2/4/2020,0,0,0
Albania,41.1533,20.1683,2/4/2020,0,0,0
Cyprus,35.1264,33.4299,2/4/2020,0,0,0
Brunei,4.5353,114.7277,2/4/2020,0,0,0
United States,47.4009,-121.4905,2/4/2020,0,0,0
United States,42.1657,-74.9481,2/4/2020,0,0,0
United States,36.1162,-119.6816,2/4/2020,0,0,0
United States,42.2302,-71.5301,2/4/2020,0,0,0
United States,35.4437,139.638,2/4/2020,0,0,0
United States,37.6489,-122.6655,2/4/2020,0,0,0
United States,33.0406,-83.6431,2/4/2020,0,0,0
United States,39.0598,-105.3111,2/4/2020,0,0,0
United States,27.7663,-81.6868,2/4/2020,0,0,0
United States,40.2989,-74.521,2/4/2020,0,0,0
United States,44.571999999999996,-122.0709,2/4/2020,0,0,0
United States,31.0545,-97.5635,2/4/2020,0,0,0
United States,40.3495,-88.9861,2/4/2020,0,0,0
United States,40.5908,-77.2098,2/4/2020,0,0,0
United States,42.0115,-93.2105,2/4/2020,0,0,0
United States,39.0639,-76.8021,2/4/2020,0,0,0
United States,35.6301,-79.8064,2/4/2020,0,0,0
United States,33.8569,-80.945,2/4/2020,0,0,0
United States,35.7478,-86.6923,2/4/2020,0,0,0
United States,37.7693,-78.17,2/4/2020,0,0,0
United States,33.7298,-111.4312,2/4/2020,0,0,0
United States,39.8494,-86.2583,2/4/2020,0,0,0
United States,37.6681,-84.6701,2/4/2020,0,0,0
United States,38.8974,-77.0268,2/4/2020,0,0,0
United States,38.3135,-117.0554,2/4/2020,0,0,0
United States,43.4525,-71.5639,2/4/2020,0,0,0
United States,45.6945,-93.9002,2/4/2020,0,0,0
United States,41.1254,-98.2681,2/4/2020,0,0,0
United States,40.3888,-82.7649,2/4/2020,0,0,0
United States,41.6809,-71.5118,2/4/2020,0,0,0
United States,44.2685,-89.6165,2/4/2020,0,0,0
United States,41.5978,-72.7554,2/4/2020,0,0,0
United States,21.0943,-157.4983,2/4/2020,0,0,0
United States,35.5653,-96.9289,2/4/2020,0,0,0
United States,40.15,-111.8624,2/4/2020,0,0,0
Burkina Faso,12.2383,-1.5616,2/4/2020,0,0,0
Holy See,41.9029,12.4534,2/4/2020,0,0,0
Mongolia,46.8625,103.8467,2/4/2020,0,0,0
Panama,8.538,-80.7821,2/4/2020,0,0,0
United States,38.5266,-96.7265,2/4/2020,0,0,0
United States,31.1695,-91.8678,2/4/2020,0,0,0
United States,38.4561,-92.2884,2/4/2020,0,0,0
United States,44.0459,-72.7107,2/4/2020,0,0,0
United States,61.3707,-152.4044,2/4/2020,0,0,0
United States,34.9697,-92.3731,2/4/2020,0,0,0
United States,39.3185,-75.5071,2/4/2020,0,0,0
United States,44.2405,-114.4788,2/4/2020,0,0,0
United States,44.6939,-69.3819,2/4/2020,0,0,0
United States,43.3266,-84.5361,2/4/2020,0,0,0
United States,32.7416,-89.6787,2/4/2020,0,0,0
United States,46.9219,-110.4544,2/4/2020,0,0,0
United States,34.8405,-106.2485,2/4/2020,0,0,0
United States,47.5289,-99.78399999999999,2/4/2020,0,0,0
United States,44.2998,-99.4388,2/4/2020,0,0,0
United States,38.4912,-80.9545,2/4/2020,0,0,0
United States,42.756,-107.3025,2/4/2020,0,0,0
China,30.9756,112.2707,2/4/2020,16678,479,522
Iran,32.0,53.0,2/4/2020,0,0,0
Korea South,36.0,128.0,2/4/2020,16,0,0
France,46.2276,2.2137,2/4/2020,6,0,0
China,23.3417,113.4244,2/4/2020,813,0,30
China,33.882,113.61399999999999,2/4/2020,675,2,27
China,29.1832,120.0934,2/4/2020,829,0,62
China,27.6104,111.7088,2/4/2020,593,0,31
China,31.8257,117.2264,2/4/2020,480,0,20
China,27.614,115.7221,2/4/2020,476,0,20
China,36.3427,118.1498,2/4/2020,275,0,11
Cruise Ship,35.4437,139.638,2/4/2020,0,0,0
China,32.9711,119.455,2/4/2020,308,0,12
China,30.0572,107.874,2/4/2020,366,2,9
China,30.6171,102.7103,2/4/2020,282,1,14
China,47.861999999999995,127.7615,2/4/2020,155,2,4
Denmark,56.2639,9.5018,2/4/2020,0,0,0
China,40.1824,116.4142,2/4/2020,228,1,23
China,31.201999999999998,121.4491,2/4/2020,219,1,12
China,39.549,116.1306,2/4/2020,126,1,4
China,26.0789,117.9874,2/4/2020,194,0,3
China,23.8298,108.7881,2/4/2020,139,0,10
China,35.1917,108.8701,2/4/2020,142,0,2
China,24.974,101.48700000000001,2/4/2020,122,0,5
China,19.1959,109.7453,2/4/2020,80,1,5
China,26.8154,106.8748,2/4/2020,58,0,2
China,39.3054,117.323,2/4/2020,67,0,2
China,37.5777,112.2922,2/4/2020,81,0,4
China,37.8099,101.0583,2/4/2020,57,0,4
China,22.3,114.2,2/4/2020,17,1,0
China,41.2956,122.6085,2/4/2020,81,0,2
China,43.6661,126.1923,2/4/2020,42,0,1
Czechia,49.8175,15.472999999999999,2/4/2020,0,0,0
China,41.1129,85.2401,2/4/2020,29,0,0
China,44.0935,113.9448,2/4/2020,35,0,1
China,37.2692,106.1655,2/4/2020,34,0,1
Taiwan*,23.7,121.0,2/4/2020,11,0,0
Vietnam,16.0,108.0,2/4/2020,8,0,1
Russia,60.0,90.0,2/4/2020,2,0,0
China,35.7452,95.9956,2/4/2020,15,0,0
China,22.1667,113.55,2/4/2020,10,0,0
Moldova,47.4116,28.3699,2/4/2020,0,0,0
Bolivia,-16.2902,-63.5887,2/4/2020,0,0,0
Denmark,61.8926,-6.9118,2/4/2020,0,0,0
France,18.0708,-63.0501,2/4/2020,0,0,0
Honduras,15.2,-86.2419,2/4/2020,0,0,0
United Kingdom,49.3723,-2.3644,2/4/2020,0,0,0
Canada,46.5653,-66.4619,2/4/2020,0,0,0
China,31.6927,88.0924,2/4/2020,1,0,0
Congo (Kinshasa),-4.0383,21.7587,2/4/2020,0,0,0
Cote d'Ivoire,7.54,-5.5471,2/4/2020,0,0,0
France,17.9,-62.8333,2/4/2020,0,0,0
Jamaica,18.1096,-77.2975,2/4/2020,0,0,0
Reunion,-21.1151,55.5364,2/4/2020,0,0,0
Turkey,38.9637,35.2433,2/4/2020,0,0,0
United Kingdom,36.1408,-5.3536,2/4/2020,0,0,0
Cuba,22.0,-80.0,2/4/2020,0,0,0
Guyana,5.0,-58.75,2/4/2020,0,0,0
Australia,-35.4735,149.0124,2/4/2020,0,0,0
United Kingdom,55.3781,-3.4360000000000004,2/4/2020,2,0,0
Kazakhstan,48.0196,66.9237,2/4/2020,0,0,0
France,-17.6797,149.4068,2/4/2020,0,0,0
Cayman Islands,19.3133,-81.2546,2/4/2020,0,0,0
Guadeloupe,16.265,-61.551,2/4/2020,0,0,0
Canada,53.7609,-98.8139,2/4/2020,0,0,0
Canada,52.9399,-106.4509,2/4/2020,0,0,0
Ethiopia,9.145,40.4897,2/4/2020,0,0,0
Sudan,12.8628,30.2176,2/4/2020,0,0,0
Guinea,9.9456,-9.6966,2/4/2020,0,0,0
Aruba,12.5211,-69.9683,2/4/2020,0,0,0
Canada,37.6489,-122.6655,2/4/2020,0,0,0
Kenya,-0.0236,37.9062,2/4/2020,0,0,0
Antigua and Barbuda,17.0608,-61.7964,2/4/2020,0,0,0
United States,32.3182,-86.9023,2/4/2020,0,0,0
Thailand,15.0,101.0,2/5/2020,25,0,5
Japan,36.0,138.0,2/5/2020,22,0,1
Singapore,1.2833,103.8333,2/5/2020,28,0,0
Nepal,28.1667,84.25,2/5/2020,1,0,0
Malaysia,2.5,112.5,2/5/2020,12,0,0
Canada,49.2827,-123.1207,2/5/2020,2,0,0
Australia,-33.8688,151.2093,2/5/2020,4,0,2
Australia,-37.8136,144.9631,2/5/2020,4,0,0
Australia,-28.0167,153.4,2/5/2020,3,0,0
Cambodia,11.55,104.9167,2/5/2020,1,0,0
Sri Lanka,7.0,81.0,2/5/2020,1,0,0
Germany,51.0,9.0,2/5/2020,12,0,0
Finland,64.0,26.0,2/5/2020,1,0,0
United Arab Emirates,24.0,54.0,2/5/2020,5,0,0
Philippines,13.0,122.0,2/5/2020,2,1,0
India,21.0,78.0,2/5/2020,3,0,0
Italy,43.0,12.0,2/5/2020,2,0,0
Sweden,63.0,16.0,2/5/2020,1,0,0
Spain,40.0,-4.0,2/5/2020,1,0,0
Australia,-34.9285,138.6007,2/5/2020,2,0,0
Belgium,50.8333,4.0,2/5/2020,1,0,0
Egypt,26.0,30.0,2/5/2020,0,0,0
Australia,35.4437,139.638,2/5/2020,0,0,0
Lebanon,33.8547,35.8623,2/5/2020,0,0,0
Iraq,33.0,44.0,2/5/2020,0,0,0
Oman,21.0,57.0,2/5/2020,0,0,0
Afghanistan,33.0,65.0,2/5/2020,0,0,0
Bahrain,26.0275,50.55,2/5/2020,0,0,0
Kuwait,29.5,47.75,2/5/2020,0,0,0
Algeria,28.0339,1.6596,2/5/2020,0,0,0
Croatia,45.1,15.2,2/5/2020,0,0,0
Switzerland,46.8182,8.2275,2/5/2020,0,0,0
Austria,47.5162,14.5501,2/5/2020,0,0,0
Israel,31.0,35.0,2/5/2020,0,0,0
Pakistan,30.3753,69.3451,2/5/2020,0,0,0
Brazil,-14.235,-51.9253,2/5/2020,0,0,0
Georgia,42.3154,43.3569,2/5/2020,0,0,0
Greece,39.0742,21.8243,2/5/2020,0,0,0
North Macedonia,41.6086,21.7453,2/5/2020,0,0,0
Norway,60.472,8.4689,2/5/2020,0,0,0
Romania,45.9432,24.9668,2/5/2020,0,0,0
Estonia,58.5953,25.0136,2/5/2020,0,0,0
Netherlands,52.1326,5.2913,2/5/2020,0,0,0
San Marino,43.9424,12.4578,2/5/2020,0,0,0
Belarus,53.7098,27.9534,2/5/2020,0,0,0
Iceland,64.9631,-19.0208,2/5/2020,0,0,0
Lithuania,55.1694,23.8813,2/5/2020,0,0,0
Mexico,23.6345,-102.5528,2/5/2020,0,0,0
New Zealand,-40.9006,174.886,2/5/2020,0,0,0
Nigeria,9.082,8.6753,2/5/2020,0,0,0
Australia,-31.9505,115.8605,2/5/2020,0,0,0
Ireland,53.1424,-7.6921,2/5/2020,0,0,0
Luxembourg,49.8153,6.1296,2/5/2020,0,0,0
Monaco,43.7333,7.4167,2/5/2020,0,0,0
Qatar,25.3548,51.1839,2/5/2020,0,0,0
Ecuador,-1.8312,-78.1834,2/5/2020,0,0,0
Azerbaijan,40.1431,47.5769,2/5/2020,0,0,0
Armenia,40.0691,45.0382,2/5/2020,0,0,0
Dominican Republic,18.7357,-70.1627,2/5/2020,0,0,0
Indonesia,-0.7893,113.9213,2/5/2020,0,0,0
Portugal,39.3999,-8.2245,2/5/2020,0,0,0
Andorra,42.5063,1.5218,2/5/2020,0,0,0
Australia,-41.4545,145.9707,2/5/2020,0,0,0
Latvia,56.8796,24.6032,2/5/2020,0,0,0
Morocco,31.7917,-7.0926,2/5/2020,0,0,0
Saudi Arabia,24.0,45.0,2/5/2020,0,0,0
Senegal,14.4974,-14.4524,2/5/2020,0,0,0
Argentina,-38.4161,-63.6167,2/5/2020,0,0,0
Chile,-35.6751,-71.543,2/5/2020,0,0,0
Jordan,31.24,36.51,2/5/2020,0,0,0
Ukraine,48.3794,31.1656,2/5/2020,0,0,0
Hungary,47.1625,19.5033,2/5/2020,0,0,0
Australia,-12.4634,130.8456,2/5/2020,0,0,0
Liechtenstein,47.14,9.55,2/5/2020,0,0,0
Poland,51.9194,19.1451,2/5/2020,0,0,0
Tunisia,34.0,9.0,2/5/2020,0,0,0
Bosnia and Herzegovina,43.9159,17.6791,2/5/2020,0,0,0
Slovenia,46.1512,14.9955,2/5/2020,0,0,0
South Africa,-30.5595,22.9375,2/5/2020,0,0,0
Bhutan,27.5142,90.4336,2/5/2020,0,0,0
Cameroon,3.8480000000000003,11.5021,2/5/2020,0,0,0
Colombia,4.5709,-74.2973,2/5/2020,0,0,0
Costa Rica,9.7489,-83.7534,2/5/2020,0,0,0
Peru,-9.19,-75.0152,2/5/2020,0,0,0
Serbia,44.0165,21.0059,2/5/2020,0,0,0
Slovakia,48.669,19.699,2/5/2020,0,0,0
Togo,8.6195,0.8248,2/5/2020,0,0,0
French Guiana,3.9339,-53.1258,2/5/2020,0,0,0
Malta,35.9375,14.3754,2/5/2020,0,0,0
Martinique,14.6415,-61.0242,2/5/2020,0,0,0
Bulgaria,42.7339,25.4858,2/5/2020,0,0,0
Maldives,3.2028,73.2207,2/5/2020,0,0,0
Bangladesh,23.685,90.3563,2/5/2020,0,0,0
Paraguay,-23.4425,-58.4438,2/5/2020,0,0,0
Canada,51.2538,-85.3232,2/5/2020,3,0,0
Canada,53.9333,-116.5765,2/5/2020,0,0,0
Canada,52.9399,-73.5491,2/5/2020,0,0,0
Albania,41.1533,20.1683,2/5/2020,0,0,0
Cyprus,35.1264,33.4299,2/5/2020,0,0,0
Brunei,4.5353,114.7277,2/5/2020,0,0,0
United States,47.4009,-121.4905,2/5/2020,0,0,0
United States,42.1657,-74.9481,2/5/2020,0,0,0
United States,36.1162,-119.6816,2/5/2020,0,0,0
United States,42.2302,-71.5301,2/5/2020,0,0,0
United States,35.4437,139.638,2/5/2020,0,0,0
United States,37.6489,-122.6655,2/5/2020,0,0,0
United States,33.0406,-83.6431,2/5/2020,0,0,0
United States,39.0598,-105.3111,2/5/2020,0,0,0
United States,27.7663,-81.6868,2/5/2020,0,0,0
United States,40.2989,-74.521,2/5/2020,0,0,0
United States,44.571999999999996,-122.0709,2/5/2020,0,0,0
United States,31.0545,-97.5635,2/5/2020,0,0,0
United States,40.3495,-88.9861,2/5/2020,0,0,0
United States,40.5908,-77.2098,2/5/2020,0,0,0
United States,42.0115,-93.2105,2/5/2020,0,0,0
United States,39.0639,-76.8021,2/5/2020,0,0,0
United States,35.6301,-79.8064,2/5/2020,0,0,0
United States,33.8569,-80.945,2/5/2020,0,0,0
United States,35.7478,-86.6923,2/5/2020,0,0,0
United States,37.7693,-78.17,2/5/2020,0,0,0
United States,33.7298,-111.4312,2/5/2020,0,0,0
United States,39.8494,-86.2583,2/5/2020,0,0,0
United States,37.6681,-84.6701,2/5/2020,0,0,0
United States,38.8974,-77.0268,2/5/2020,0,0,0
United States,38.3135,-117.0554,2/5/2020,0,0,0
United States,43.4525,-71.5639,2/5/2020,0,0,0
United States,45.6945,-93.9002,2/5/2020,0,0,0
United States,41.1254,-98.2681,2/5/2020,0,0,0
United States,40.3888,-82.7649,2/5/2020,0,0,0
United States,41.6809,-71.5118,2/5/2020,0,0,0
United States,44.2685,-89.6165,2/5/2020,0,0,0
United States,41.5978,-72.7554,2/5/2020,0,0,0
United States,21.0943,-157.4983,2/5/2020,0,0,0
United States,35.5653,-96.9289,2/5/2020,0,0,0
United States,40.15,-111.8624,2/5/2020,0,0,0
Burkina Faso,12.2383,-1.5616,2/5/2020,0,0,0
Holy See,41.9029,12.4534,2/5/2020,0,0,0
Mongolia,46.8625,103.8467,2/5/2020,0,0,0
Panama,8.538,-80.7821,2/5/2020,0,0,0
United States,38.5266,-96.7265,2/5/2020,0,0,0
United States,31.1695,-91.8678,2/5/2020,0,0,0
United States,38.4561,-92.2884,2/5/2020,0,0,0
United States,44.0459,-72.7107,2/5/2020,0,0,0
United States,61.3707,-152.4044,2/5/2020,0,0,0
United States,34.9697,-92.3731,2/5/2020,0,0,0
United States,39.3185,-75.5071,2/5/2020,0,0,0
United States,44.2405,-114.4788,2/5/2020,0,0,0
United States,44.6939,-69.3819,2/5/2020,0,0,0
United States,43.3266,-84.5361,2/5/2020,0,0,0
United States,32.7416,-89.6787,2/5/2020,0,0,0
United States,46.9219,-110.4544,2/5/2020,0,0,0
United States,34.8405,-106.2485,2/5/2020,0,0,0
United States,47.5289,-99.78399999999999,2/5/2020,0,0,0
United States,44.2998,-99.4388,2/5/2020,0,0,0
United States,38.4912,-80.9545,2/5/2020,0,0,0
United States,42.756,-107.3025,2/5/2020,0,0,0
China,30.9756,112.2707,2/5/2020,19665,549,633
Iran,32.0,53.0,2/5/2020,0,0,0
Korea South,36.0,128.0,2/5/2020,19,0,0
France,46.2276,2.2137,2/5/2020,6,0,0
China,23.3417,113.4244,2/5/2020,895,0,49
China,33.882,113.61399999999999,2/5/2020,764,2,47
China,29.1832,120.0934,2/5/2020,895,0,78
China,27.6104,111.7088,2/5/2020,661,0,54
China,31.8257,117.2264,2/5/2020,530,0,23
China,27.614,115.7221,2/5/2020,548,0,27
China,36.3427,118.1498,2/5/2020,307,0,15
Cruise Ship,35.4437,139.638,2/5/2020,0,0,0
China,32.9711,119.455,2/5/2020,341,0,23
China,30.0572,107.874,2/5/2020,389,2,15
China,30.6171,102.7103,2/5/2020,301,1,24
China,47.861999999999995,127.7615,2/5/2020,190,2,7
Denmark,56.2639,9.5018,2/5/2020,0,0,0
China,40.1824,116.4142,2/5/2020,253,1,24
China,31.201999999999998,121.4491,2/5/2020,243,1,15
